POINT_1_STREET,DURATION_IN_SEC,POINT_1_NAME,POINT_1_CITY,POINT_2_NAME,POINT_2_LNG,POINT_2_STREET,NDT_IN_KMH,POINT_2_POSTAL_CODE,POINT_2_COUNTRY,POINT_1_STREET_NUMBER,ORGANISATION,POINT_1_LAT,POINT_2_LAT,POINT_1_POSTAL_CODE,POINT_2_STREET_NUMBER,POINT_2_CITY,extID,ROAD_TYPE,POINT_1_LNG,REPORT_ID,POINT_1_COUNTRY,DISTANCE_IN_METERS,REPORT_NAME,RBA_ID,_id
Søftenvej,41,4350,Aarhus,4348,10.173161614749915,Randersvej,81,8200,Denmark,294,COWI,56.20417258212644,56.210756242190286,8200,294,Aarhus,178,MAJOR_ROAD,10.175406949737521,158865,Denmark,920,AAR_BT_0019 4350 4348,161028,1585
15,106,4326,Aarhus,4322,10.116589665412903,Århusvej,90,8382,Denmark,0,COWI,56.21399075104399,56.22579478256016,8200,0,Hinnerup,185,MAJOR_ROAD,10.145073305557275,172156,Denmark,2643,AAR_BT_0026 4326 4322,172300,1592
Spanien,220,3189,Aarhus,3187,10.215389695770227,Kystvejen,24,8000,Denmark,63,COWI,56.14892750591274,56.161597269074186,8000,59,Aarhus,204,MAJOR_ROAD,10.209599775463175,178955,Denmark,1492,AAR_BT_0111 3189 3187,180139,1611
Randersvej,61,3154,Aarhus,2659,10.192792014715224,Hasle Ringvej,35,8200,Denmark,164,COWI,56.1803125039424,56.181459995226994,8200,164,Aarhus,292,MAJOR_ROAD,10.19893292642405,185157,Denmark,590,AAR_BT_0199 3154 2659,186237,1699
Jyllands Alle,163,4554,Aarhus,3197,10.186944694442786,Søndre Ringgade,30,8000,Denmark,0,COWI,56.13458495857738,56.1457221852484,8000,52,Aarhus,590,MAJOR_ROAD,10.189980711639464,209721,Denmark,1357,AAR_BT_0510 4554 3197,229645,1997
Paludan-Müllers Vej,70,3983,Aarhus,2658,10.18461071717934,Hasle Ringvej,38,8200,Denmark,48,COWI,56.17389164456407,56.178623267668705,8200,48,Aarhus,294,MAJOR_ROAD,10.182183959489976,185210,Denmark,746,AAR_BT_0201 3983 2658,186241,1701
Viborgvej,63,3156,Aarhus,3194,10.182659856483497,Vestre Ringgade,33,8000,Denmark,14,COWI,56.159418709313904,56.15898299999999,8000,45,Aarhus,346,MAJOR_ROAD,10.187763760747885,188092,Denmark,583,AAR_BT_0253 3156 3194,189746,1753
Grenåvej,103,4572,Risskov,4340,10.236217525131224,Lystrupvej,43,8240,Denmark,0,COWI,56.19765179702361,56.205074,8240,42,Risskov,412,MAJOR_ROAD,10.228639215938529,192972,Denmark,1219,AAR_BT_0332 4572 4340,229108,1819
Paludan-Müllers Vej,92,3983,Aarhus,4363,10.175338207340246,Paludan-Müllers Vej,29,8200,Denmark,48,COWI,56.17389164456407,56.179322409643085,8200,231,Aarhus,422,MAJOR_ROAD,10.182183959489976,193239,Denmark,743,AAR_BT_0342 3983 4363,229128,1829
Edwin Rahrs Vej,80,4330,Aarhus,4325,10.109984271163967,Edwin Rahrs Vej,46,8220,Denmark,42,COWI,56.16254304778694,56.16459887184971,8220,73-75,Aarhus,440,MAJOR_ROAD,10.125912580356612,195150,Denmark,1015,AAR_BT_0360 4330 4325,229164,1847
Silkeborgvej,120,4332,Aarhus,4343,10.087895233135214,Silkeborgvej,44,8220,Denmark,791,COWI,56.152447520476194,56.15286327729632,8220,699,Aarhus,443,MAJOR_ROAD,10.064734635581999,195233,Denmark,1462,AAR_BT_0363 4332 4343,229170,1850
Silkeborgvej,94,3976,Aarhus,4343,10.087875116567602,Silkeborgvej,56,8220,Denmark,0,COWI,56.15328110479527,56.1529230346212,8220,702,Aarhus,446,MAJOR_ROAD,10.110953550926183,195312,Denmark,1454,AAR_BT_0366 3976 4343,229176,1853
Skanderborgvej,62,3150,Aarhus,3979,10.192723647815683,Søndre Ringgade,30,8000,Denmark,7,COWI,56.14251885276732,56.1417522836526,8000,15,Aarhus,573,MAJOR_ROAD,10.186880262565637,206078,Denmark,521,AAR_BT_0493 3150 3979,229611,1980
Randersvej,82,4362,Aarhus,4361,10.190940219574031,Randersvej,53,8200,Denmark,0,COWI,56.19920218884512,56.18950967440927,8200,0,Aarhus,397,MAJOR_ROAD,10.182238219573946,192574,Denmark,1210,AAR_BT_0313 4362 4361,229078,1804
Åby Ringvej,59,2655,Aarhus,4338,10.149547918402732,Jernaldervej,33,8210,Denmark,0,COWI,56.167867187555736,56.170886798880105,8210,7A,Aarhus,454,MAJOR_ROAD,10.1515794551907,195525,Denmark,546,AAR_BT_0374 2655 4338,229192,1861
Silkeborgvej,84,4343,Aarhus,4344,10.072890804893518,Hestagervej,46,8220,Denmark,702,COWI,56.1529230346212,56.15469209819657,8220,7,Aarhus,476,MAJOR_ROAD,10.087875116567602,197434,Denmark,1082,AAR_BT_0396 4343 4344,229236,1883
Møllebakken,43,4561,Hasselager,4562,10.122408752149568,Møllebakken,47,8361,Denmark,60,COWI,56.10806431410453,56.110590119560015,8361,15,Hasselager,481,MAJOR_ROAD,10.114700495700845,197572,Denmark,560,AAR_BT_0401 4561 4562,229427,1888
Skanderborgvej,107,4559,Aarhus,4562,10.12228671163939,Møllebakken,53,8361,Denmark,0,COWI,56.11919616177176,56.11067162844458,8260,15,Hasselager,484,MAJOR_ROAD,10.142859364417973,197652,Denmark,1589,AAR_BT_0404 4559 4562,229433,1891
Skanderborgvej,88,4559,Aarhus,3986,10.15788067857352,Skanderborgvej,48,8260,Denmark,230,COWI,56.11906158966682,56.125743621869944,8260,223,Aarhus,485,MAJOR_ROAD,10.143036390212956,197679,Denmark,1183,AAR_BT_0405 4559 3986,229435,1892
Ringvej Syd,97,4557,Højbjerg,4334,10.148353690807198,Ringvej Syd,49,8260,Denmark,0,COWI,56.10986429894997,56.118198830180894,8270,100,Aarhus,490,MAJOR_ROAD,10.162728804893504,197814,Denmark,1310,AAR_BT_0410 4557 4334,229445,1897
Vestre Ringgade,65,3193,Aarhus,3157,10.17839594725615,Viborgvej,38,8210,Denmark,53,COWI,56.163969409207326,56.162446952950255,8210,47,Aarhus,339,MAJOR_ROAD,10.185844404928275,187907,Denmark,691,AAR_BT_0246 3193 3157,189732,1746
Vestre Ringgade,38,3195,Aarhus,3194,10.182944170639075,Vestre Ringgade,42,8000,Denmark,70,COWI,56.15499691392427,56.1589844936963,8000,70,Aarhus,242,MAJOR_ROAD,10.182841611114554,181060,Denmark,445,AAR_BT_0149 3195 3194,182232,1649
Vestre Ringgade,62,3194,Aarhus,3198,10.176133542327875,Silkeborgvej,41,8000,Denmark,45,COWI,56.15898299999999,56.15591411050229,8000,188,Aarhus,347,MAJOR_ROAD,10.182659856483497,188119,Denmark,703,AAR_BT_0254 3194 3198,189748,1754
Vejlby Centervej,62,4564,Risskov,4581,10.218878251485876,Grenåvej,30,8240,Denmark,7,COWI,56.19677547153966,56.19371107014121,8240,7,Risskov,415,MAJOR_ROAD,10.216211542327983,193053,Denmark,519,AAR_BT_0335 4564 4581,229114,1822
Marselis Boulevard,91,4367,Aarhus,4375,10.20776318039134,Strandvejen,36,8000,Denmark,0,COWI,56.14171141881423,56.136738858609256,8000,21,Aarhus,560,MAJOR_ROAD,10.204415905418273,204060,Denmark,919,AAR_BT_0480 4367 4375,229585,1967
Strandvejen,115,4375,Aarhus,3989,10.198852845403735,Marselis Boulevard,30,8000,Denmark,21,COWI,56.136738858609256,56.1407940671622,8000,50,Aarhus,561,MAJOR_ROAD,10.20776318039134,204087,Denmark,962,AAR_BT_0481 4375 3989,229587,1968
Oddervej,80,4378,Højbjerg,4371,10.198804084655762,Ringvej Syd,45,8270,Denmark,206,COWI,56.09926842434083,56.10480213435411,8270,206,Højbjerg,566,MAJOR_ROAD,10.209020390213027,204219,Denmark,996,AAR_BT_0486 4378 4371,229597,1973
Hasle Ringvej,81,2658,Aarhus,3163,10.189355309192706,Halmstadgade,27,8200,Denmark,0,COWI,56.178623267668705,56.18210217593679,8200,3,Aarhus,567,MAJOR_ROAD,10.18461071717934,204247,Denmark,613,AAR_BT_0487 2658 3163,229599,1974
Halmstadgade,58,3163,Aarhus,2658,10.184485323907893,Hasle Ringvej,37,8200,Denmark,3,COWI,56.18210217593679,56.17871060412596,8200,3,Aarhus,568,MAJOR_ROAD,10.189355309192706,204273,Denmark,590,AAR_BT_0488 3163 2658,229601,1975
Vestre Ringgade,45,3193,Aarhus,3194,10.182659856483497,Vestre Ringgade,48,8000,Denmark,53,COWI,56.163969409207326,56.15898299999999,8210,45,Aarhus,239,MAJOR_ROAD,10.185844404928275,180980,Denmark,602,AAR_BT_0146 3193 3194,182226,1646
Søren Frichs Vej,65,3984,Aarhus,2653,10.149874309192683,Viby Ringvej,36,8230,Denmark,80,COWI,56.14774074192765,56.148242094184255,8230,80,Aarhus,314,MAJOR_ROAD,10.158060728836062,187244,Denmark,641,AAR_BT_0221 3984 2653,189682,1721
Grenåvej,38,4578,Ega,4565,10.25068287483407,Grenåvej,57,8240,Denmark,425,COWI,56.20496203409241,56.2026461982616,8250,337,Risskov,377,MAJOR_ROAD,10.259470361936565,190583,Denmark,602,AAR_BT_0285 4578 4565,192380,1784
Viborgvej,90,4333,Tilst,4347,10.096344851520598,Viborgvej,53,8381,Denmark,0,COWI,56.18959388227456,56.18546282170713,8381,0,Tilst,423,MAJOR_ROAD,10.07666460978703,193268,Denmark,1320,AAR_BT_0343 4333 4347,229130,1830
Viborgvej,132,4342,Aarhus,4336,10.12084169080731,Holmstrupgårdvej,23,8210,Denmark,295,COWI,56.17941549701764,56.178402535294865,8210,150,Aarhus,466,MAJOR_ROAD,10.130153804893553,195843,Denmark,835,AAR_BT_0386 4342 4336,229216,1873
Ringvej Syd,102,4334,Aarhus,4557,10.162728804893504,Ringvej Syd,47,8270,Denmark,0,COWI,56.11814500000001,56.10986429894997,8260,0,Højbjerg,489,MAJOR_ROAD,10.148131067458962,197788,Denmark,1318,AAR_BT_0409 4334 4557,229443,1896
Ringvej Syd,65,4570,Højbjerg,4371,10.198804084655762,Ringvej Syd,62,8270,Denmark,0,COWI,56.108951357622736,56.10480213435411,8270,0,Højbjerg,493,MAJOR_ROAD,10.182395559524593,197896,Denmark,1124,AAR_BT_0413 4570 4371,229451,1900
Ringvej Syd,64,4371,Højbjerg,4570,10.182395559524593,Ringvej Syd,63,8270,Denmark,0,COWI,56.10480213435411,56.108951357622736,8270,0,Højbjerg,494,MAJOR_ROAD,10.198804084655762,197922,Denmark,1124,AAR_BT_0414 4371 4570,229453,1901
Landevejen,119,4558,Tranbjerg,4555,10.12394711408615,Landevejen,62,8310,Denmark,0,COWI,56.10097260933967,56.085683261757154,8310,0,Tranbjerg,496,MAJOR_ROAD,10.140579996364522,197977,Denmark,2052,AAR_BT_0416 4558 4555,229457,1903
Viby Ringvej,126,2653,Aarhus,3199,10.157440224536913,Silkeborgvej,44,8230,Denmark,0,COWI,56.148242094184255,56.154610138216704,8230,303,Aarhus,311,MAJOR_ROAD,10.149874309192683,187165,Denmark,1547,AAR_BT_0218 2653 3199,189676,1718
Viby Ringvej,90,2651,Aarhus,3986,10.157709017196566,Skanderborgvej,36,8260,Denmark,0,COWI,56.13199024175818,56.125829583613914,8260,222,Aarhus,321,MAJOR_ROAD,10.157454995037142,187430,Denmark,902,AAR_BT_0228 2651 3986,189696,1728
Nordre Ringgade,69,3191,Aarhus,3152,10.20690854480938,Nørrebrogade,32,8000,Denmark,0,COWI,56.171122550932225,56.16813760017301,8000,45,Aarhus,333,MAJOR_ROAD,10.201447428241636,187748,Denmark,604,AAR_BT_0240 3191 3152,189720,1740
Skanderborgvej,95,4373,Aarhus,3988,10.177235595245293,Marselis Boulevard,19,8000,Denmark,107,COWI,56.138322977998705,56.13962771141822,8260,174,Aarhus,368,MAJOR_ROAD,10.179336344162948,190338,Denmark,494,AAR_BT_0275 4373 3988,192362,1775
Grenåvej,60,4567,Risskov,4572,10.228593618385275,Grenåvej,53,8240,Denmark,0,COWI,56.20056009742038,56.19774431284465,8240,0,Risskov,381,MAJOR_ROAD,10.241876431877131,190691,Denmark,881,AAR_BT_0289 4567 4572,192388,1788
Strandvejen,129,4375,Aarhus,4367,10.204370307865133,Marselis Boulevard,32,8000,Denmark,21,COWI,56.136738858609256,56.141823496238665,8000,21,Aarhus,559,MAJOR_ROAD,10.20776318039134,204034,Denmark,1154,AAR_BT_0479 4375 4367,229583,1966
Hasle Ringvej,57,2659,Aarhus,3163,10.189355309192706,Halmstadgade,34,8200,Denmark,0,COWI,56.181459995226994,56.18210217593679,8200,3,Aarhus,569,MAJOR_ROAD,10.192792014715224,204300,Denmark,545,AAR_BT_0489 2659 3163,229603,1976
Halmstadgade,61,3163,Aarhus,2659,10.192906008598356,Hasle Ringvej,34,8200,Denmark,3,COWI,56.18210217593679,56.181353258286634,8200,138,Aarhus,570,MAJOR_ROAD,10.189355309192706,205997,Denmark,568,AAR_BT_0490 3163 2659,229605,1977
Silkeborgvej,57,3976,Aarhus,3202,10.123139046627102,Silkeborgvej,49,8220,Denmark,0,COWI,56.15328110479527,56.15256095040008,8220,607,Aarhus,261,MAJOR_ROAD,10.110953550926183,182875,Denmark,769,AAR_BT_0168 3976 3202,183591,1668
Grenåvej,131,4357,Ega,4353,10.277436490737955,Grenåvej,63,8250,Denmark,503,COWI,56.230013292978384,56.21163929866206,8250,481,Ega,371,MAJOR_ROAD,10.293740482139583,190421,Denmark,2279,AAR_BT_0279 4357 4353,192368,1778
Mejlbyvej,176,4352,Ega,4355,10.261464530094145,Mejlbyvej,51,8530,Denmark,58,COWI,56.22020076302727,56.242053656769514,8250,285,Hjortshøj,386,MAJOR_ROAD,10.267762215938546,190825,Denmark,2502,AAR_BT_0294 4352 4355,192398,1793
Grenåvej,83,4578,Ega,4354,10.246642527612721,Viengevej,48,8240,Denmark,425,COWI,56.20496203409241,56.20913963031665,8250,425,Risskov,408,MAJOR_ROAD,10.259470361936565,192866,Denmark,1103,AAR_BT_0326 4578 4354,229100,1815
Edwin Rahrs Vej,94,4331,Aarhus,4330,10.125912580356612,Edwin Rahrs Vej,32,8220,Denmark,6B,COWI,56.1627072781356,56.16254304778694,8220,42,Aarhus,442,MAJOR_ROAD,10.139116813491796,195204,Denmark,825,AAR_BT_0362 4331 4330,229168,1849
Anelystvej,117,4329,Tilst,4347,10.096344851520598,Viborgvej,20,8381,Denmark,0,COWI,56.18271715899992,56.18546282170713,8381,0,Tilst,459,MAJOR_ROAD,10.101720288360639,195658,Denmark,646,AAR_BT_0379 4329 4347,229202,1866
Anelystvej,65,4329,Tilst,4335,10.113531440475526,Viborgvej,47,8381,Denmark,0,COWI,56.18271715899992,56.182637286706964,8381,389,Tilst,461,MAJOR_ROAD,10.101720288360639,195711,Denmark,849,AAR_BT_0381 4329 4335,229206,1868
Ringvej Syd,94,4334,Aarhus,3986,10.15788067857352,Skanderborgvej,46,8260,Denmark,100,COWI,56.118198830180894,56.125743621869944,8260,223,Aarhus,537,MAJOR_ROAD,10.148353690807198,201908,Denmark,1190,AAR_BT_0457 4334 3986,229539,1944
Jyllands Alle,140,4553,Aarhus,4556,10.17948788343233,Rosenvangs Alle,34,8260,Denmark,158,COWI,56.12437832738177,56.13417989322382,8260,30,Aarhus,552,MAJOR_ROAD,10.180056017196648,203848,Denmark,1330,AAR_BT_0472 4553 4556,229569,1959
Silkeborgvej,127,3199,Aarhus,2653,10.149694601188685,Viby Ringvej,45,8230,Denmark,303,COWI,56.154610138216704,56.148158423711955,8230,303,Aarhus,312,MAJOR_ROAD,10.157440224536913,187191,Denmark,1596,AAR_BT_0219 3199 2653,189678,1719
Viengevej,183,4354,Risskov,4358,10.21333293005955,Sindalsvej,44,8240,Denmark,0,COWI,56.20913963031665,56.210237386910975,8240,40,Risskov,396,MAJOR_ROAD,10.246642527612721,192546,Denmark,2251,AAR_BT_0304 4354 4358,229076,1803
Mejlbyvej,54,4356,Ega,4569,10.267205839286817,Grenåvej,38,8250,Denmark,2B,COWI,56.2107989833621,56.207098572394976,8250,2B,Ega,405,MAJOR_ROAD,10.269519082174156,192787,Denmark,566,AAR_BT_0323 4356 4569,229094,1812
Lystrupvej,94,4340,Risskov,4567,10.241989084655756,Grenåvej,36,8240,Denmark,42,COWI,56.205074,56.20043625463636,8240,42,Risskov,409,MAJOR_ROAD,10.236217525131224,192893,Denmark,948,AAR_BT_0329 4340 4567,229102,1816
Anelystvej,148,4345,Tilst,4329,10.101720288360639,Anelystvej,45,8381,Denmark,35,COWI,56.16718933444926,56.18271715899992,8381,35,Tilst,434,MAJOR_ROAD,10.093612498182324,194986,Denmark,1855,AAR_BT_0354 4345 4329,229152,1841
Holmstrupgårdvej,93,4336,Aarhus,4337,10.11966875826647,Holmstrupgårdvej,39,8220,Denmark,150,COWI,56.178402535294865,56.169454614092764,8210,28,Aarhus,435,MAJOR_ROAD,10.12084169080731,195015,Denmark,1018,AAR_BT_0355 4336 4337,229154,1842
Silkeborgvej,125,4343,Aarhus,4332,10.064734635581999,Silkeborgvej,43,8220,Denmark,702,COWI,56.1529230346212,56.152447520476194,8220,791,Aarhus,444,MAJOR_ROAD,10.087875116567602,195259,Denmark,1494,AAR_BT_0364 4343 4332,229172,1851
Ringvej Syd,85,4334,Aarhus,4552,10.141663381614649,Ravnsbjergvej,34,8260,Denmark,100,COWI,56.118198830180894,56.124304277059785,8260,100,Aarhus,488,MAJOR_ROAD,10.148353690807198,197760,Denmark,812,AAR_BT_0408 4334 4552,229441,1895
Christian X's Vej,176,4566,Aarhus,4563,10.167441665012348,Christian X's Vej,30,8270,Denmark,35,COWI,56.13241046310714,56.12004117576438,8260,169,Højbjerg,502,MAJOR_ROAD,10.174677478504236,198139,Denmark,1474,AAR_BT_0422 4566 4563,229469,1909
Mejlbyvej,74,4356,Ega,4353,10.27770202943043,Grenåvej,45,8250,Denmark,2B,COWI,56.2107989833621,56.21155278296297,8250,481,Ega,403,MAJOR_ROAD,10.269519082174156,192734,Denmark,918,AAR_BT_0321 4356 4353,229090,1810
Grenåvej,63,4569,Ega,4356,10.269670626983498,Mejlbyvej,33,8250,Denmark,440,COWI,56.206985193530365,56.210806441766366,8250,4,Ega,406,MAJOR_ROAD,10.267323856483472,192813,Denmark,586,AAR_BT_0324 4569 4356,229096,1813
Hestagervej,94,4344,Aarhus,4328,10.077223474868788,Edwin Rahrs Vej,31,8220,Denmark,7,COWI,56.15469209819657,56.15962240514419,8220,7,Aarhus,471,MAJOR_ROAD,10.072890804893518,197302,Denmark,810,AAR_BT_0391 4344 4328,229226,1878
Ringvej Syd,71,4557,Højbjerg,4570,10.182395559524593,Ringvej Syd,64,8270,Denmark,0,COWI,56.10986429894997,56.108951357622736,8270,0,Højbjerg,491,MAJOR_ROAD,10.162728804893504,197842,Denmark,1254,AAR_BT_0411 4557 4570,229447,1898
Ringvej Syd,71,4570,Højbjerg,4557,10.162728804893504,Ringvej Syd,64,8270,Denmark,0,COWI,56.108951357622736,56.10986429894997,8270,0,Højbjerg,492,MAJOR_ROAD,10.182395559524593,197868,Denmark,1254,AAR_BT_0412 4570 4557,229449,1899
Rosenvangs Alle,56,4556,Aarhus,4373,10.179336344162948,Skanderborgvej,37,8260,Denmark,30,COWI,56.13417989322382,56.138322977998705,8260,107,Aarhus,549,MAJOR_ROAD,10.17948788343233,203769,Denmark,574,AAR_BT_0469 4556 4373,229563,1956
Skanderborgvej,74,4373,Aarhus,4556,10.17948788343233,Rosenvangs Alle,29,8260,Denmark,106,COWI,56.13844851575673,56.13417989322382,8260,30,Aarhus,550,MAJOR_ROAD,10.179150601188667,203795,Denmark,596,AAR_BT_0470 4373 4556,229565,1957
Skanderborgvej,91,3986,Aarhus,2651,10.157658842922274,Viby Ringvej,37,8260,Denmark,223,COWI,56.125743621869944,56.13203209461566,8260,223,Aarhus,322,MAJOR_ROAD,10.15788067857352,187456,Denmark,928,AAR_BT_0229 3986 2651,189698,1729
Christian X's Vej,94,4563,Højbjerg,4553,10.180056017196648,Jyllands Alle,36,8260,Denmark,169,COWI,56.12004117576438,56.12437832738177,8270,158,Aarhus,503,MAJOR_ROAD,10.167441665012348,198167,Denmark,942,AAR_BT_0423 4563 4553,229471,1910
Rosenvangs Alle,151,4556,Aarhus,4568,10.185914784061424,Vestavej,30,8270,Denmark,30,COWI,56.13417989322382,56.12391430736949,8260,2,Højbjerg,509,MAJOR_ROAD,10.17948788343233,198330,Denmark,1247,AAR_BT_0429 4556 4568,229483,1916
Vestavej,147,4568,Højbjerg,4556,10.17948788343233,Rosenvangs Alle,31,8260,Denmark,2,COWI,56.12391430736949,56.13417989322382,8270,30,Aarhus,510,MAJOR_ROAD,10.185914784061424,201183,Denmark,1246,AAR_BT_0430 4568 4556,229485,1917
Randersvej,194,3155,Aarhus,4564,10.216211542327983,Vejlby Centervej,39,8240,Denmark,0,COWI,56.184659561973874,56.19677547153966,8200,7,Risskov,606,MAJOR_ROAD,10.19604842460626,210146,Denmark,2122,AAR_BT_0528 3155 4564,229677,2013
Ålykkevej,86,4565,Risskov,4354,10.246642527612721,Viengevej,48,8240,Denmark,41,COWI,56.20251117218925,56.20913963031665,8240,41,Risskov,608,MAJOR_ROAD,10.250786139881143,210199,Denmark,1140,AAR_BT_0530 4565 4354,229681,1
Mejlbyvej,81,4356,Ega,4352,10.267762215938546,Mejlbyvej,49,8250,Denmark,4,COWI,56.210806441766366,56.22020076302727,8250,58,Ega,388,MAJOR_ROAD,10.269670626983498,190879,Denmark,1109,AAR_BT_0296 4356 4352,192402,1795
Hestagervej,83,4344,Aarhus,4332,10.064734635581999,Silkeborgvej,41,8220,Denmark,0,COWI,56.15457258895634,56.152447520476194,8220,791,Aarhus,473,MAJOR_ROAD,10.072391914016862,197355,Denmark,934,AAR_BT_0393 4344 4332,229230,1880
Grenåvej,67,4353,Ega,4356,10.269670626983498,Mejlbyvej,47,8250,Denmark,481,COWI,56.21163929866206,56.210806441766366,8250,4,Ega,404,MAJOR_ROAD,10.277436490737955,192760,Denmark,881,AAR_BT_0322 4353 4356,229092,1811
Møllebakken,48,4562,Hasselager,4561,10.114700495700845,Møllebakken,42,8361,Denmark,15,COWI,56.11067162844458,56.10806431410453,8361,60,Hasselager,482,MAJOR_ROAD,10.12228671163939,197598,Denmark,555,AAR_BT_0402 4562 4561,229429,1889
Strandvejen,78,3190,Aarhus,4375,10.20776318039134,Strandvejen,42,8000,Denmark,36,COWI,56.14472622987757,56.136738858609256,8000,21,Aarhus,513,MAJOR_ROAD,10.208600965029746,201265,Denmark,907,AAR_BT_0433 3190 4375,229491,1920
Oddervej,55,4378,Højbjerg,4372,10.206927436840033,Oddervej,43,8270,Denmark,206,COWI,56.09926842434083,56.105069529457616,8270,172,Højbjerg,524,MAJOR_ROAD,10.209020390213027,201561,Denmark,664,AAR_BT_0444 4378 4372,229513,1931
Møllebakken,167,4561,Hasselager,4549,10.083678288360602,Genvejen,64,8361,Denmark,60,COWI,56.10806431410453,56.11996007421442,8361,60,Hasselager,528,MAJOR_ROAD,10.114700495700845,201669,Denmark,2953,AAR_BT_0448 4561 4549,229521,1935
Ringvej Syd,64,4557,Højbjerg,4550,10.153642402446735,Christian X's Vej,44,8270,Denmark,0,COWI,56.10986429894997,56.110288211786354,8270,0,Højbjerg,544,MAJOR_ROAD,10.162728804893504,203636,Denmark,785,AAR_BT_0464 4557 4550,229553,1951
Ringvej Syd,123,4557,Højbjerg,4563,10.167441665012348,Christian X's Vej,45,8270,Denmark,0,COWI,56.10986429894997,56.12004117576438,8270,169,Højbjerg,545,MAJOR_ROAD,10.162728804893504,203663,Denmark,1534,AAR_BT_0465 4557 4563,229555,1952
Christian X's Vej,142,4563,Højbjerg,4557,10.162728804893504,Ringvej Syd,40,8270,Denmark,169,COWI,56.12004117576438,56.10986429894997,8270,169,Højbjerg,546,MAJOR_ROAD,10.167441665012348,203689,Denmark,1562,AAR_BT_0466 4563 4557,229557,1953
Holmstrupgårdvej,132,4336,Aarhus,4335,10.113531440475526,Viborgvej,25,8381,Denmark,150,COWI,56.178402535294865,56.182637286706964,8210,389,Tilst,463,MAJOR_ROAD,10.12084169080731,195764,Denmark,934,AAR_BT_0383 4336 4335,229210,1870
Oddervej,97,4379,Højbjerg,4372,10.206927436840033,Oddervej,40,8270,Denmark,70-74,COWI,56.114487000000004,56.105069529457616,8270,172,Højbjerg,521,MAJOR_ROAD,10.207854230653766,201481,Denmark,1074,AAR_BT_0441 4379 4372,229507,1928
Oddervej,66,4372,Højbjerg,4378,10.209020390213027,Oddervej,36,8270,Denmark,172,COWI,56.105069529457616,56.09926842434083,8270,206,Højbjerg,523,MAJOR_ROAD,10.206927436840033,201535,Denmark,665,AAR_BT_0443 4372 4378,229511,1930
Ringvej Syd,69,4334,Aarhus,4559,10.142859364417973,Skanderborgvej,31,8260,Denmark,100,COWI,56.118198830180894,56.11919616177176,8260,0,Aarhus,536,MAJOR_ROAD,10.148353690807198,201881,Denmark,585,AAR_BT_0456 4334 4559,229537,1943
Skanderborgvej,106,3986,Aarhus,4334,10.148131067458962,Ringvej Syd,41,8260,Denmark,222,COWI,56.125829583613914,56.11814500000001,8260,222,Aarhus,538,MAJOR_ROAD,10.157709017196566,201934,Denmark,1216,AAR_BT_0458 3986 4334,229541,1945
Ringvej Syd,97,4334,Aarhus,4550,10.153642402446735,Christian X's Vej,42,8270,Denmark,0,COWI,56.11814500000001,56.110288211786354,8260,0,Højbjerg,539,MAJOR_ROAD,10.148131067458962,201961,Denmark,1139,AAR_BT_0459 4334 4550,229543,1946
Christian X's Vej,104,4550,Højbjerg,4334,10.148353690807198,Ringvej Syd,40,8260,Denmark,205,COWI,56.1102508220387,56.118198830180894,8270,100,Aarhus,540,MAJOR_ROAD,10.153714822090137,203530,Denmark,1161,AAR_BT_0460 4550 4334,229545,1947
Christian X's Vej,63,4550,Højbjerg,4557,10.162728804893504,Ringvej Syd,43,8270,Denmark,205,COWI,56.1102508220387,56.10986429894997,8270,205,Højbjerg,543,MAJOR_ROAD,10.153714822090137,203610,Denmark,758,AAR_BT_0463 4550 4557,229551,1950
Vejlby Ringvej,59,2660,Aarhus,2659,10.192792014715224,Hasle Ringvej,33,8200,Denmark,20,COWI,56.1833360361296,56.181459995226994,8200,20,Aarhus,213,MAJOR_ROAD,10.200700790178303,179202,Denmark,533,AAR_BT_0120 2660 2659,180157,1620
Anelystvej,157,4329,Tilst,4345,10.093516609210042,Anelystvej,43,8381,Denmark,0,COWI,56.18277313796047,56.16716656043954,8381,35,Tilst,433,MAJOR_ROAD,10.101564720237775,194960,Denmark,1867,AAR_BT_0353 4329 4345,229150,1840
Strandvejen,56,4376,Aarhus,4375,10.20776318039134,Strandvejen,35,8000,Denmark,122,COWI,56.13236396838821,56.136738858609256,8000,21,Aarhus,516,MAJOR_ROAD,10.211722754631069,201345,Denmark,547,AAR_BT_0436 4376 4375,229497,1923
Strandvejen,143,4376,Aarhus,4377,10.207113017196662,Oddervej,43,8270,Denmark,122,COWI,56.13236396838821,56.117828971777826,8000,51,Højbjerg,517,MAJOR_ROAD,10.211722754631069,201373,Denmark,1701,AAR_BT_0437 4376 4377,229499,1924
Oddervej,138,4377,Højbjerg,4376,10.211722754631069,Strandvejen,45,8000,Denmark,51,COWI,56.117828971777826,56.13236396838821,8270,122,Aarhus,518,MAJOR_ROAD,10.207113017196662,201399,Denmark,1707,AAR_BT_0438 4377 4376,229501,1925
Oddervej,40,4377,Højbjerg,4379,10.207854230653766,Oddervej,34,8270,Denmark,51,COWI,56.117828971777826,56.114487000000004,8270,70-74,Højbjerg,519,MAJOR_ROAD,10.207113017196662,201427,Denmark,381,AAR_BT_0439 4377 4379,229503,1926
